,predictions,top_1,top_5,title,image_id,scan_id,too_difficult,unusable,annotated_on,annotator_id,annotated_label,checked_on,validator_id,corrected_label,toelichting,gebruiker_id
18626,"{'buiten_zwembad': 0.05, 'auto': 0.06, 'auto_ongeluk': 0.07, 'mensen_op_een_boot': 0.08, 'boten': 0.1}",boten,"['buiten_zwembad', 'auto', 'auto_ongeluk', 'mensen_op_een_boot', 'boten']",NL-HlmNHA_1478_26485K01_13,75238,45246,0,0,2022-07-14 12:00:08,21351,no_description_found,2022-07-24 15:47:47,3474,no_description_found,,
18627,"{'buiten_zwembad': 0.05, 'auto': 0.06, 'auto_ongeluk': 0.07, 'mensen_op_een_boot': 0.08, 'boten': 0.1}",boten,"['buiten_zwembad', 'auto', 'auto_ongeluk', 'mensen_op_een_boot', 'boten']",NL-HlmNHA_1478_26485K01_13,75238,45246,0,0,2022-07-15 14:30:47,16604,no_description_found,2022-07-24 15:47:47,3474,no_description_found,,
18656,"{'portret': 0.04, 'vergaderruimte': 0.05, 'cafe': 0.07, 'woonkamer': 0.24, 'ziekenhuis': 0.45}",ziekenhuis,"['portret', 'vergaderruimte', 'cafe', 'woonkamer', 'ziekenhuis']",NL-HlmNHA_1478_25907K02_05,75212,45220,0,0,2022-07-14 11:51:58,21351,no_description_found,2022-07-24 15:50:31,21510,no_description_found,,
18657,"{'portret': 0.04, 'vergaderruimte': 0.05, 'cafe': 0.07, 'woonkamer': 0.24, 'ziekenhuis': 0.45}",ziekenhuis,"['portret', 'vergaderruimte', 'cafe', 'woonkamer', 'ziekenhuis']",NL-HlmNHA_1478_25907K02_05,75212,45220,0,0,2022-07-14 12:06:42,23144,ziekenhuis,2022-07-24 15:50:31,21510,no_description_found,,
18660,"{'sport_overig': 0.01, 'schaatsen': 0.01, 'volleybal': 0.02, 'zaalvoetbal': 0.43, 'handbal': 0.51}",handbal,"['sport_overig', 'schaatsen', 'volleybal', 'zaalvoetbal', 'handbal']",NL-HlmNHA_1478_24691K00_30,81761,51769,0,0,2022-07-14 18:11:08,13212,handbal,2022-07-24 20:34:06,9600,no_description_found,,
18661,"{'sport_overig': 0.01, 'schaatsen': 0.01, 'volleybal': 0.02, 'zaalvoetbal': 0.43, 'handbal': 0.51}",handbal,"['sport_overig', 'schaatsen', 'volleybal', 'zaalvoetbal', 'handbal']",NL-HlmNHA_1478_24691K00_30,81761,51769,0,0,2022-07-14 20:08:29,13336,basketbal_korfbal,2022-07-24 20:34:06,9600,no_description_found,,
18756,"{'portret': 0.04, 'winkel_binnen': 0.07, 'borden_gevelsteen': 0.14, 'kantoor': 0.23, 'kunstwerk': 0.26}",kunstwerk,"['portret', 'winkel_binnen', 'borden_gevelsteen', 'kantoor', 'kunstwerk']",NL-HlmNHA_1478_24297K00_22,75147,45155,0,0,2022-07-13 19:15:38,13212,no_description_found,2022-07-24 14:42:27,21510,no_description_found,Quartzklokje,21510.0
18757,"{'portret': 0.04, 'winkel_binnen': 0.07, 'borden_gevelsteen': 0.14, 'kantoor': 0.23, 'kunstwerk': 0.26}",kunstwerk,"['portret', 'winkel_binnen', 'borden_gevelsteen', 'kantoor', 'kunstwerk']",NL-HlmNHA_1478_24297K00_22,75147,45155,0,0,2022-07-14 11:11:54,21351,no_description_found,2022-07-24 14:42:27,21510,no_description_found,Quartzklokje,21510.0
18760,"{'borden_gevelsteen': 0.02, 'tentoonstelling': 0.04, 'maquette': 0.07, 'portret': 0.28, 'kunstwerk': 0.39}",kunstwerk,"['borden_gevelsteen', 'tentoonstelling', 'maquette', 'portret', 'kunstwerk']",NL-HlmNHA_1478_27272K00_18,75279,45287,0,0,2022-07-14 16:52:30,13212,binnen,2022-07-24 17:16:00,3474,no_description_found,,
18761,"{'borden_gevelsteen': 0.02, 'tentoonstelling': 0.04, 'maquette': 0.07, 'portret': 0.28, 'kunstwerk': 0.39}",kunstwerk,"['borden_gevelsteen', 'tentoonstelling', 'maquette', 'portret', 'kunstwerk']",NL-HlmNHA_1478_27272K00_18,75279,45287,0,0,2022-07-14 17:27:56,16741,no_description_found,2022-07-24 17:16:00,3474,no_description_found,,
18762,"{'uitreiking_huldiging': 0.03, 'groepsportret': 0.04, 'theater': 0.06, 'speech': 0.23, 'paard': 0.5}",paard,"['uitreiking_huldiging', 'groepsportret', 'theater', 'speech', 'paard']",NL-HlmNHA_1478_26394K00_24,75233,45241,0,0,2022-07-14 11:58:43,21351,no_description_found,2022-07-24 15:46:42,3474,no_description_found,,
18763,"{'uitreiking_huldiging': 0.03, 'groepsportret': 0.04, 'theater': 0.06, 'speech': 0.23, 'paard': 0.5}",paard,"['uitreiking_huldiging', 'groepsportret', 'theater', 'speech', 'paard']",NL-HlmNHA_1478_26394K00_24,75233,45241,0,0,2022-07-14 15:19:49,16604,no_description_found,2022-07-24 15:46:42,3474,no_description_found,,
18968,"{'muziek_optreden': 0.07, 'mensenmassa': 0.09, 'theater': 0.15, 'buiten_zwembad': 0.17, 'binnen_zwembad': 0.35000000000000003}",binnen_zwembad,"['muziek_optreden', 'mensenmassa', 'theater', 'buiten_zwembad', 'binnen_zwembad']",NL-HlmNHA_1478_25374K01_35,75188,45196,0,0,2022-07-14 11:45:04,21351,binnen_zwembad,2022-07-24 15:14:16,21510,no_description_found,Bad van dolfinarium in Zandvoort.,21510.0
18969,"{'muziek_optreden': 0.07, 'mensenmassa': 0.09, 'theater': 0.15, 'buiten_zwembad': 0.17, 'binnen_zwembad': 0.35000000000000003}",binnen_zwembad,"['muziek_optreden', 'mensenmassa', 'theater', 'buiten_zwembad', 'binnen_zwembad']",NL-HlmNHA_1478_25374K01_35,75188,45196,0,0,2022-07-14 13:34:38,10391,no_description_found,2022-07-24 15:14:16,21510,no_description_found,Bad van dolfinarium in Zandvoort.,21510.0
19004,"{'groepsportret': 0.06, 'opgraving': 0.12, 'kunstwerk': 0.13, 'bos_park': 0.13, 'borden_gevelsteen': 0.28}",borden_gevelsteen,"['groepsportret', 'opgraving', 'kunstwerk', 'bos_park', 'borden_gevelsteen']",NL-HlmNHA_1478_26587K00_38,75247,45255,0,0,2022-07-14 16:38:22,13212,straat,2022-07-24 15:49:41,3474,no_description_found,,
19005,"{'groepsportret': 0.06, 'opgraving': 0.12, 'kunstwerk': 0.13, 'bos_park': 0.13, 'borden_gevelsteen': 0.28}",borden_gevelsteen,"['groepsportret', 'opgraving', 'kunstwerk', 'bos_park', 'borden_gevelsteen']",NL-HlmNHA_1478_26587K00_38,75247,45255,0,0,2022-07-14 17:20:08,16741,no_description_found,2022-07-24 15:49:41,3474,no_description_found,,
19098,"{'volleybal': 0.04, 'markt': 0.04, 'muziek_optreden': 0.06, 'sinterklaas': 0.09, 'straat': 0.23}",straat,"['volleybal', 'markt', 'muziek_optreden', 'sinterklaas', 'straat']",NL-HlmNHA_1478_34932K00_18,82271,52279,0,0,2022-07-18 10:40:47,16668,konijn,2022-07-26 22:44:03,3474,no_description_found,,
19099,"{'volleybal': 0.04, 'markt': 0.04, 'muziek_optreden': 0.06, 'sinterklaas': 0.09, 'straat': 0.23}",straat,"['volleybal', 'markt', 'muziek_optreden', 'sinterklaas', 'straat']",NL-HlmNHA_1478_34932K00_18,82271,52279,0,0,2022-07-19 12:26:12,21351,no_description_found,2022-07-26 22:44:03,3474,no_description_found,,
19200,"{'straat': 0.04, 'portret': 0.06, 'motorfiets': 0.07, 'fabriek': 0.33, 'fietsende_mensen': 0.39}",fietsende_mensen,"['straat', 'portret', 'motorfiets', 'fabriek', 'fietsende_mensen']",NL-HlmNHA_1478_36022K00_40,75903,45911,1,0,2022-07-18 17:58:07,21351,no_description_found,2022-07-26 11:11:02,3474,no_description_found,,
19201,"{'straat': 0.04, 'portret': 0.06, 'motorfiets': 0.07, 'fabriek': 0.33, 'fietsende_mensen': 0.39}",fietsende_mensen,"['straat', 'portret', 'motorfiets', 'fabriek', 'fietsende_mensen']",NL-HlmNHA_1478_36022K00_40,75903,45911,1,0,2022-07-18 18:04:01,10357,no_description_found,2022-07-26 11:11:02,3474,no_description_found,,
19228,"{'bibliotheek_boekwinkel': 0.04, 'bus_truck': 0.04, 'gymnastiek': 0.05, 'borden_gevelsteen': 0.12, 'voetbal': 0.23}",voetbal,"['bibliotheek_boekwinkel', 'bus_truck', 'gymnastiek', 'borden_gevelsteen', 'voetbal']",NL-HlmNHA_1478_34146K00_13,75838,45846,0,0,2022-07-18 09:41:38,16668,kantoor,2022-07-26 07:07:20,3474,no_description_found,,
19229,"{'bibliotheek_boekwinkel': 0.04, 'bus_truck': 0.04, 'gymnastiek': 0.05, 'borden_gevelsteen': 0.12, 'voetbal': 0.23}",voetbal,"['bibliotheek_boekwinkel', 'bus_truck', 'gymnastiek', 'borden_gevelsteen', 'voetbal']",NL-HlmNHA_1478_34146K00_13,75838,45846,0,0,2022-07-19 12:28:46,21351,no_description_found,2022-07-26 07:07:20,3474,no_description_found,,
19386,"{'paard': 0.05, 'kapper': 0.06, 'kunstwerk': 0.07, 'kantoor': 0.12, 'portret': 0.28}",portret,"['paard', 'kapper', 'kunstwerk', 'kantoor', 'portret']",NL-HlmNHA_1478_35074K00_02,75869,45877,1,0,2022-07-19 12:29:17,21351,no_description_found,2022-07-26 07:20:31,3474,no_description_found,,
19387,"{'paard': 0.05, 'kapper': 0.06, 'kunstwerk': 0.07, 'kantoor': 0.12, 'portret': 0.28}",portret,"['paard', 'kapper', 'kunstwerk', 'kantoor', 'portret']",NL-HlmNHA_1478_35074K00_02,75869,45877,1,0,2022-07-19 13:12:51,18611,no_description_found,2022-07-26 07:20:31,3474,no_description_found,,
19392,"{'klaslokaal': 0.07, 'schaken_dammen': 0.08, 'sport_overig': 0.1, 'dieren_overig': 0.1, 'portret': 0.25}",portret,"['klaslokaal', 'schaken_dammen', 'sport_overig', 'dieren_overig', 'portret']",NL-HlmNHA_1478_34645K00_37,75859,45867,0,0,2022-07-18 09:47:06,16668,klaslokaal,2022-07-26 07:12:40,3474,no_description_found,,
19393,"{'klaslokaal': 0.07, 'schaken_dammen': 0.08, 'sport_overig': 0.1, 'dieren_overig': 0.1, 'portret': 0.25}",portret,"['klaslokaal', 'schaken_dammen', 'sport_overig', 'dieren_overig', 'portret']",NL-HlmNHA_1478_34645K00_37,75859,45867,0,0,2022-07-19 12:21:49,21351,no_description_found,2022-07-26 07:12:40,3474,no_description_found,,
19446,"{'borden_gevelsteen': 0.07, 'mensenmassa': 0.09, 'uitreiking_huldiging': 0.11, 'etalage': 0.11, 'straat': 0.12}",straat,"['borden_gevelsteen', 'mensenmassa', 'uitreiking_huldiging', 'etalage', 'straat']",NL-HlmNHA_1478_32674K00_27,75777,45785,0,0,2022-07-17 17:15:51,21351,no_description_found,2022-07-25 21:22:28,18244,no_description_found,,
19447,"{'borden_gevelsteen': 0.07, 'mensenmassa': 0.09, 'uitreiking_huldiging': 0.11, 'etalage': 0.11, 'straat': 0.12}",straat,"['borden_gevelsteen', 'mensenmassa', 'uitreiking_huldiging', 'etalage', 'straat']",NL-HlmNHA_1478_32674K00_27,75777,45785,0,0,2022-07-17 18:43:58,16668,straat,2022-07-25 21:22:28,18244,no_description_found,,
19514,"{'bruiloft': 0.03, 'hond': 0.03, 'voetbal': 0.03, 'groepsportret': 0.13, 'portret': 0.56}",portret,"['bruiloft', 'hond', 'voetbal', 'groepsportret', 'portret']",NL-HlmNHA_1478_50373K00_40,75968,45976,1,0,2022-07-20 14:37:46,16604,no_description_found,2022-07-26 16:48:31,3474,no_description_found,,
19515,"{'bruiloft': 0.03, 'hond': 0.03, 'voetbal': 0.03, 'groepsportret': 0.13, 'portret': 0.56}",portret,"['bruiloft', 'hond', 'voetbal', 'groepsportret', 'portret']",NL-HlmNHA_1478_50373K00_40,75968,45976,1,0,2022-07-20 19:20:40,22354,militair,2022-07-26 16:48:31,3474,no_description_found,,
19702,"{'winkel_binnen': 0.07, 'markt': 0.08, 'groepsportret': 0.09, 'etende_mensen': 0.21, 'klaslokaal': 0.26}",klaslokaal,"['winkel_binnen', 'markt', 'groepsportret', 'etende_mensen', 'klaslokaal']",NL-HlmNHA_1478_08925K00_05,82234,52242,1,0,2022-07-18 17:51:46,21351,no_description_found,2022-07-26 16:55:43,3474,no_description_found,,
19703,"{'winkel_binnen': 0.07, 'markt': 0.08, 'groepsportret': 0.09, 'etende_mensen': 0.21, 'klaslokaal': 0.26}",klaslokaal,"['winkel_binnen', 'markt', 'groepsportret', 'etende_mensen', 'klaslokaal']",NL-HlmNHA_1478_08925K00_05,82234,52242,1,0,2022-07-20 15:47:48,23988,no_description_found,2022-07-26 16:55:43,3474,no_description_found,,
19708,"{'dieren_overig': 0.05, 'borden_gevelsteen': 0.05, 'portret': 0.12, 'gebouw': 0.12, 'kunstwerk': 0.21}",kunstwerk,"['dieren_overig', 'borden_gevelsteen', 'portret', 'gebouw', 'kunstwerk']",NL-HlmNHA_1478_08837K00_36,75661,45669,1,0,2022-07-17 03:54:11,24087,straat,2022-07-25 18:31:27,3474,no_description_found,twee halve kleinbeeld negatieven ?,3474.0
19709,"{'dieren_overig': 0.05, 'borden_gevelsteen': 0.05, 'portret': 0.12, 'gebouw': 0.12, 'kunstwerk': 0.21}",kunstwerk,"['dieren_overig', 'borden_gevelsteen', 'portret', 'gebouw', 'kunstwerk']",NL-HlmNHA_1478_08837K00_36,75661,45669,1,0,2022-07-17 11:17:42,13336,no_description_found,2022-07-25 18:31:27,3474,no_description_found,twee halve kleinbeeld negatieven ?,3474.0
19904,"{'straat': 0.01, 'vijver_plas': 0.01, 'bouwplaats': 0.04, 'bos_park': 0.07, 'akker': 0.84}",akker,"['straat', 'vijver_plas', 'bouwplaats', 'bos_park', 'akker']",NL-HlmNHA_1478_09107K00_34,75670,45678,0,0,2022-07-17 03:58:44,24087,bouwplaats,2022-07-25 20:40:46,3474,no_description_found,,
19905,"{'straat': 0.01, 'vijver_plas': 0.01, 'bouwplaats': 0.04, 'bos_park': 0.07, 'akker': 0.84}",akker,"['straat', 'vijver_plas', 'bouwplaats', 'bos_park', 'akker']",NL-HlmNHA_1478_09107K00_34,75670,45678,0,0,2022-07-17 06:54:20,16668,akker,2022-07-25 20:40:46,3474,no_description_found,,
19996,"{'markt': 0.04, 'optocht': 0.06, 'straat': 0.12, 'kerk_buiten': 0.2, 'muziek_optreden': 0.26}",muziek_optreden,"['markt', 'optocht', 'straat', 'kerk_buiten', 'muziek_optreden']",NL-HlmNHA_1478_06087K00_20,75575,45583,0,0,2022-07-16 13:15:56,21351,no_description_found,2022-07-25 17:53:38,13945,no_description_found,,
19997,"{'markt': 0.04, 'optocht': 0.06, 'straat': 0.12, 'kerk_buiten': 0.2, 'muziek_optreden': 0.26}",muziek_optreden,"['markt', 'optocht', 'straat', 'kerk_buiten', 'muziek_optreden']",NL-HlmNHA_1478_06087K00_20,75575,45583,0,0,2022-07-16 17:17:05,15201,no_description_found,2022-07-25 17:53:38,13945,no_description_found,,
20098,"{'bakkerij': 0.02, 'vogels': 0.03, 'dieren_overig': 0.09, 'standbeeld': 0.15, 'kunstwerk': 0.48}",kunstwerk,"['bakkerij', 'vogels', 'dieren_overig', 'standbeeld', 'kunstwerk']",NL-HlmNHA_1478_12333K00_39,75991,45999,1,0,2022-07-21 11:52:52,21351,no_description_found,2022-07-27 08:45:25,3474,no_description_found,,
20099,"{'bakkerij': 0.02, 'vogels': 0.03, 'dieren_overig': 0.09, 'standbeeld': 0.15, 'kunstwerk': 0.48}",kunstwerk,"['bakkerij', 'vogels', 'dieren_overig', 'standbeeld', 'kunstwerk']",NL-HlmNHA_1478_12333K00_39,75991,45999,1,0,2022-07-24 07:20:54,21684,no_description_found,2022-07-27 08:45:25,3474,no_description_found,,
20132,"{'bouwplaats': 0.04, 'woonwijk': 0.04, 'borden_gevelsteen': 0.06, 'bos_park': 0.11, 'gebouw': 0.52}",gebouw,"['bouwplaats', 'woonwijk', 'borden_gevelsteen', 'bos_park', 'gebouw']",NL-HlmNHA_1478_18842K00_31,76101,46109,0,0,2022-07-18 12:11:49,16668,bos_park,2022-07-27 17:02:40,3474,no_description_found,,
20133,"{'bouwplaats': 0.04, 'woonwijk': 0.04, 'borden_gevelsteen': 0.06, 'bos_park': 0.11, 'gebouw': 0.52}",gebouw,"['bouwplaats', 'woonwijk', 'borden_gevelsteen', 'bos_park', 'gebouw']",NL-HlmNHA_1478_18842K00_31,76101,46109,0,0,2022-07-18 12:25:03,10357,no_description_found,2022-07-27 17:02:40,3474,no_description_found,,
20266,"{'fabriek': 0.02, 'markt': 0.03, 'vergaderruimte': 0.09, 'groepsportret': 0.32, 'uitreiking_huldiging': 0.46}",uitreiking_huldiging,"['fabriek', 'markt', 'vergaderruimte', 'groepsportret', 'uitreiking_huldiging']",NL-HlmNHA_1478_19194K01_23,76118,46126,0,0,2022-07-18 12:28:50,16668,maquette,2022-07-27 17:10:25,3474,no_description_found,,
20267,"{'fabriek': 0.02, 'markt': 0.03, 'vergaderruimte': 0.09, 'groepsportret': 0.32, 'uitreiking_huldiging': 0.46}",uitreiking_huldiging,"['fabriek', 'markt', 'vergaderruimte', 'groepsportret', 'uitreiking_huldiging']",NL-HlmNHA_1478_19194K01_23,76118,46126,0,0,2022-07-19 12:16:49,21351,no_description_found,2022-07-27 17:10:25,3474,no_description_found,,
20368,"{'brand': 0.04, 'bouwplaats': 0.07, 'bus_truck': 0.11, 'borden_gevelsteen': 0.17, 'straat': 0.21}",straat,"['brand', 'bouwplaats', 'bus_truck', 'borden_gevelsteen', 'straat']",NL-HlmNHA_1478_21654K00_28,76188,46196,1,0,2022-07-18 16:51:55,24087,borden_gevelsteen,2022-07-27 18:46:31,13945,no_description_found,,
20369,"{'brand': 0.04, 'bouwplaats': 0.07, 'bus_truck': 0.11, 'borden_gevelsteen': 0.17, 'straat': 0.21}",straat,"['brand', 'bouwplaats', 'bus_truck', 'borden_gevelsteen', 'straat']",NL-HlmNHA_1478_21654K00_28,76188,46196,1,0,2022-07-18 17:45:20,21351,no_description_found,2022-07-27 18:46:31,13945,no_description_found,,
20394,"{'borden_gevelsteen': 0.07, 'haven': 0.07, 'toren': 0.1, 'duinen': 0.12, 'bouwplaats': 0.31}",bouwplaats,"['borden_gevelsteen', 'haven', 'toren', 'duinen', 'bouwplaats']",NL-HlmNHA_1478_18969K01_39,82332,52340,1,0,2022-07-19 12:11:52,21351,no_description_found,2022-07-27 22:39:00,9600,no_description_found,,
20395,"{'borden_gevelsteen': 0.07, 'haven': 0.07, 'toren': 0.1, 'duinen': 0.12, 'bouwplaats': 0.31}",bouwplaats,"['borden_gevelsteen', 'haven', 'toren', 'duinen', 'bouwplaats']",NL-HlmNHA_1478_18969K01_39,82332,52340,1,0,2022-07-20 18:57:44,13212,no_description_found,2022-07-27 22:39:00,9600,no_description_found,,
20396,"{'standbeeld': 0.03, 'bouwplaats': 0.05, 'kunstwerk': 0.09, 'borden_gevelsteen': 0.2, 'straat': 0.37}",straat,"['standbeeld', 'bouwplaats', 'kunstwerk', 'borden_gevelsteen', 'straat']",NL-HlmNHA_1478_23164K00_28,76236,46244,1,0,2022-07-19 12:09:31,21351,no_description_found,2022-07-27 21:34:21,3474,no_description_found,,
20397,"{'standbeeld': 0.03, 'bouwplaats': 0.05, 'kunstwerk': 0.09, 'borden_gevelsteen': 0.2, 'straat': 0.37}",straat,"['standbeeld', 'bouwplaats', 'kunstwerk', 'borden_gevelsteen', 'straat']",NL-HlmNHA_1478_23164K00_28,76236,46244,1,0,2022-07-20 15:48:22,23988,no_description_found,2022-07-27 21:34:21,3474,no_description_found,,
20400,"{'opgraving': 0.05, 'akker': 0.07, 'brand': 0.12, 'eend': 0.16, 'dieren_overig': 0.30000000000000004}",dieren_overig,"['opgraving', 'akker', 'brand', 'eend', 'dieren_overig']",NL-HlmNHA_1478_23164K00_35,82366,52374,1,0,2022-07-19 21:09:23,16741,no_description_found,2022-07-28 10:00:38,3474,no_description_found,,
20401,"{'opgraving': 0.05, 'akker': 0.07, 'brand': 0.12, 'eend': 0.16, 'dieren_overig': 0.30000000000000004}",dieren_overig,"['opgraving', 'akker', 'brand', 'eend', 'dieren_overig']",NL-HlmNHA_1478_23164K00_35,82366,52374,1,0,2022-07-20 13:05:30,21351,no_description_found,2022-07-28 10:00:38,3474,no_description_found,,
20738,"{'plattegrond': 0.02, 'windmolen': 0.03, 'strand': 0.09, 'tentoonstelling': 0.2, 'bouwplaats': 0.49}",bouwplaats,"['plattegrond', 'windmolen', 'strand', 'tentoonstelling', 'bouwplaats']",NL-HlmNHA_1478_53039K00_34,76346,46354,1,0,2022-07-19 12:28:54,21351,no_description_found,2022-07-27 22:02:30,3474,no_description_found,,
20739,"{'plattegrond': 0.02, 'windmolen': 0.03, 'strand': 0.09, 'tentoonstelling': 0.2, 'bouwplaats': 0.49}",bouwplaats,"['plattegrond', 'windmolen', 'strand', 'tentoonstelling', 'bouwplaats']",NL-HlmNHA_1478_53039K00_34,76346,46354,1,0,2022-07-20 15:50:57,23988,no_description_found,2022-07-27 22:02:30,3474,no_description_found,,
20816,"{'bibliotheek_boekwinkel': 0.01, 'muziek_optreden': 0.01, 'plattegrond': 0.08, 'kunstwerk': 0.27, 'borden_gevelsteen': 0.54}",borden_gevelsteen,"['bibliotheek_boekwinkel', 'muziek_optreden', 'plattegrond', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_15735K01_32,76042,46050,1,0,2022-07-18 11:07:13,21497,no_description_found,2022-07-27 14:20:09,3474,no_description_found,,
20817,"{'bibliotheek_boekwinkel': 0.01, 'muziek_optreden': 0.01, 'plattegrond': 0.08, 'kunstwerk': 0.27, 'borden_gevelsteen': 0.54}",borden_gevelsteen,"['bibliotheek_boekwinkel', 'muziek_optreden', 'plattegrond', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_15735K01_32,76042,46050,1,0,2022-07-19 12:19:58,21351,no_description_found,2022-07-27 14:20:09,3474,no_description_found,,
20860,"{'portret': 0.0, 'demonstratie': 0.0, 'plattegrond': 0.04, 'kunstwerk': 0.4, 'borden_gevelsteen': 0.54}",borden_gevelsteen,"['portret', 'demonstratie', 'plattegrond', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_16761K00_10,76057,46065,0,0,2022-07-18 12:01:40,16668,kunstwerk,2022-07-27 14:24:20,3474,no_description_found,,
20861,"{'portret': 0.0, 'demonstratie': 0.0, 'plattegrond': 0.04, 'kunstwerk': 0.4, 'borden_gevelsteen': 0.54}",borden_gevelsteen,"['portret', 'demonstratie', 'plattegrond', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_16761K00_10,76057,46065,0,0,2022-07-18 17:54:42,24087,borden_gevelsteen,2022-07-27 14:24:20,3474,no_description_found,,
20862,"{'cafe': 0.07, 'portret': 0.09, 'etende_mensen': 0.1, 'schaken_dammen': 0.17, 'theater': 0.24}",theater,"['cafe', 'portret', 'etende_mensen', 'schaken_dammen', 'theater']",NL-HlmNHA_1478_17216K00_05,76070,46078,1,0,2022-07-18 16:46:29,24087,portret,2022-07-27 14:28:14,3474,no_description_found,,
20863,"{'cafe': 0.07, 'portret': 0.09, 'etende_mensen': 0.1, 'schaken_dammen': 0.17, 'theater': 0.24}",theater,"['cafe', 'portret', 'etende_mensen', 'schaken_dammen', 'theater']",NL-HlmNHA_1478_17216K00_05,76070,46078,1,0,2022-07-19 12:15:12,21351,no_description_found,2022-07-27 14:28:14,3474,no_description_found,,
20908,"{'winkel_binnen': 0.09, 'klaslokaal': 0.1, 'markt': 0.1, 'uitreiking_huldiging': 0.15, 'groepsportret': 0.24}",groepsportret,"['winkel_binnen', 'klaslokaal', 'markt', 'uitreiking_huldiging', 'groepsportret']",NL-HlmNHA_1478_17843K00_15,76082,46090,0,0,2022-07-18 12:07:12,16668,groepsportret,2022-07-27 15:26:21,3474,no_description_found,,
20909,"{'winkel_binnen': 0.09, 'klaslokaal': 0.1, 'markt': 0.1, 'uitreiking_huldiging': 0.15, 'groepsportret': 0.24}",groepsportret,"['winkel_binnen', 'klaslokaal', 'markt', 'uitreiking_huldiging', 'groepsportret']",NL-HlmNHA_1478_17843K00_15,76082,46090,0,0,2022-07-18 17:59:30,21351,no_description_found,2022-07-27 15:26:21,3474,no_description_found,,
21004,"{'gymnastiek': 0.04, 'kunstwerk': 0.06, 'dieren_overig': 0.06, 'toren': 0.16, 'herdenking': 0.19}",herdenking,"['gymnastiek', 'kunstwerk', 'dieren_overig', 'toren', 'herdenking']",NL-HlmNHA_1478_13803K00_13,76016,46024,1,1,2022-07-18 17:13:01,24087,herdenking,2022-07-27 11:00:46,3474,no_description_found,,
21005,"{'gymnastiek': 0.04, 'kunstwerk': 0.06, 'dieren_overig': 0.06, 'toren': 0.16, 'herdenking': 0.19}",herdenking,"['gymnastiek', 'kunstwerk', 'dieren_overig', 'toren', 'herdenking']",NL-HlmNHA_1478_13803K00_13,76016,46024,1,1,2022-07-19 21:08:13,16741,no_description_found,2022-07-27 11:00:46,3474,no_description_found,,
21050,"{'sport_overig': 0.07, 'bibliotheek_boekwinkel': 0.13, 'terras': 0.15, 'maquette': 0.15, 'demonstratie': 0.18}",demonstratie,"['sport_overig', 'bibliotheek_boekwinkel', 'terras', 'maquette', 'demonstratie']",NL-HlmNHA_1478_13001K00_32,76001,46009,1,0,2022-07-19 10:25:21,23416,no_description_found,2022-07-27 09:54:31,3474,no_description_found,,
